entry_id,text,label,model,created_at
2892164541c48760be06dcc4fabf306d8eef64ad,你刚刚说这个小店居然全天免费咖啡，真的假的，我没在做梦吧，这也太夸张了？,惊讶,gpt-5.1,1772960657.3081388
3ed8452fe810f0ea5f44f4a00a49bbc6a0b762a9,刚才开会时他一直当众抠鼻子抠耳朵，真让我觉得恶心又尴尬到爆了。,厌恶,gpt-5.1,1772960658.4251127
41cd0a1e8a22d2f65987f5b576c33ef49d525a64,我的身体检查结果都正常吧？,开心,deepseek-v3.2,1772960658.8767667
50f1647afc8a95a211974fab8a73c63f884b5cf6,这考试题故意整人吗？,生气,gpt-5.1,1772960658.9477828
94ec5554c14f280ede219e551e1b1d3483dba71d,别再拖延了，快把试卷认真做完！,生气,gpt-4.1,1772960659.8847466
3d34411fc43de04b854768a95d3dea2a2df3f8e0,好久没一起聚了，大家围坐聊天开玩笑，我整个人都放松又开心起来。,开心,gpt-5.1,1772960660.3071542
4c7649eecfc235116e95e5f6cbc99fcb71569c03,一想到明天还要考那门最讨厌的科目，我就觉得恶心。,厌恶,gemini-2.5-flash,1772960660.4210696
5460eb771d689f7757debe731cda7111de6bf25a,他那样真恶心！,厌恶,gemini-2.5-flash,1772960661.5754411
eafcc410098b01e20e63006f0b806b24240a1574,快看看昨天报表，销量居然翻倍了！,惊讶,gpt-5,1772960661.932723
f82d3d65059adb347e72c96984b4093a5f7a0048,医生说我恢复得很好，身体没什么大碍了，这下终于可以彻底放松了啊！,平静,gemini-2.5-flash,1772960662.4478815
5d336fadcaf016df21fce9b60104adcfded15f0f,为什么每次聚会，我总是被忽略的那一个？,伤心,gemini-2.5-flash,1772960662.606121
ab5094e52e5dd8f57f9fb540425f4441d81bd69e,明明说好一起吃饭，你们却谁都没等我就走了，真让人心凉啊，一个人站在门口好尴尬！,伤心,gpt-5.1,1772960662.6134567
61e5f2cfbc42c765c28c889b06698324dfb25be9,天哪，这次体检的结果比我想象中还要好，太开心了！,开心,gpt-4.1,1772960662.9049273
080846d53ba0d2eff604f0b4647631fdf8d78c31,为什么我这么努力，工作还是做不好？,伤心,deepseek-v3.2,1772960664.3670645
787c95857935bc29f2547d450d8bc66528b7f6d5,这参考书上的答案都是错的，害得我白白浪费时间，简直要气炸了！,生气,gemini-2.5-flash,1772960664.909868
7189c5473bb157cec7b5c1dcc14eae7f83eabff4,又被领导否定了一整天的努力，真怀疑自己是不是不适合这份工作啊！,伤心,gpt-5.1,1772960665.6276248
f71b63d70b75e1649050bdf7daaeef9fdf46b21c,他平时不怎么学习，这次考试成绩竟然是全班第一名！,惊讶,gemini-2.5-flash,1772960666.47693
40bdc598b8bd30311888e4a9d99e053b9a3b37ca,检查结果正常，别担心，按时吃药慢慢恢复吧。,平静,deepseek-v3.2,1772960666.6578734
b182172cf425dd93955fcdc606943efd7689146d,这次考试超常发挥，看到分数真的好开心,开心,gpt-5.1,1772960667.8990307
8fd4ba55f7d1f3ab15582580bf0dfdf6cac9fec9,今天的工作都处理完了，可以安心休息了。,平静,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960670.0951042
f1c43ca7cb92099c930e68566b9d42472d65fe2c,放轻松，先把题读清楚再慢慢作答。,平静,gpt-5,1772960670.1103797
34c7bb4ae2cd4a2a81d757a74e9fec9a710384d7,我们今晚聚会玩得这么开心，是不是好久没有这么放松了？,开心,gemini-2.5-flash,1772960670.8899298
7f3990f660b6acb95e45fa2add41aadcd33a83bf,为什么努力了半天结果还是这样啊？,伤心,gemini-2.5-flash,1772960671.3185453
82c6a22ec0b214da8acea4c9bd8fdea2bfbeb87d,天哪！这个方案居然被客户当场拍板通过了！,惊讶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960671.7312307
ca9817f8c2af425e6a9c5e47524ff01cdf282312,我的体检报告怎么会这么差啊！,生气,deepseek-v3.2,1772960671.8550205
ae59e94ed3756c96d0a7925dea3a0675f68662d8,这身体怎么越治越差！,生气,deepseek-v3.2,1772960672.7699695
13fed299f791c5b2f9be7428e3f6295338761d25,会议室怎么这么臭？,厌恶,gpt-5,1772960672.811592
beccd2af02662bdd8f2acaafa7a888a37071ab9e,我复习了一星期，题目全是没见过的！,生气,gpt-5.1,1772960672.8248618
93775cff8a4e86a1f62673a80f6d48d67f8ba337,考试又是一堆死记硬背，真的让我很反感。,厌恶,gpt-4.1,1772960673.7557704
8ac9e8d289912960068d3b874501c2f46667720b,这流感症状又加重了，医院排队三小时才看上，开的药完全没用，太气人了！,生气,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960673.8525703
a9a98e033a6f30762d5fb4b0247786fb65387efb,居然考了个满分，太意外了。,惊讶,gpt-4.1,1772960673.935624
712aebac3c12b55572c34585e1a7aa59a8bb5cb4,别再跟我说话了。,厌恶,gpt-4.1,1772960674.8851836
76f7b4d73be13c60abbba65c77f6b763f9bc3c48,没想到考试题目竟然这么简单。,惊讶,gpt-4.1,1772960674.908113
39d869caa5fae822c2696cb523d1bfa75b88576f,好，邮件都发出去了，今天就到这吧！,平静,gpt-5,1772960674.929478
6b52de93d10a1abcf28c6a9a18898df4b1d066fa,一想到要背满满一大堆死公式就觉得恶心，整本书翻两页就想合上了。,厌恶,gpt-5.1,1772960674.9620495
007d72c8a0253883ed18e44883404dbbde450c4d,今天会议上老板当众夸我表现不错，我是不是可以偷偷开心一整天啊？,开心,gpt-5.1,1772960675.1076767
7df7126940ca8e4f4eed1b2c42f332e1fe427212,医生说我的病可能还要继续治疗。,伤心,gpt-4.1,1772960675.866497
4d8c826b87b5c706fc3de0dc41768b9cfe574f1c,怎么又把我的方案否了！,生气,gpt-4.1,1772960676.4916825
24837395c1c679b5f02de34dda8d781d71dcfc30,刚刚地铁里有人大声打电话，真的让人很不舒服。,厌恶,gpt-4.1,1772960677.6110985
31f178e12e8b33e103cbeefd503f0b779b860a8b,啊，没想到你居然会这样回复我！,惊讶,gpt-4.1,1772960678.7662098
a7eaeb86cc6021b27f7d2bb15ecd239d715a560d,请别离开。,伤心,gemini-2.5-flash,1772960680.3486984
af45d275bd99ede12bb37f5846e93ea87fae478d,这种行为也太恶心了吧，谁会想和这样的人打交道啊？,厌恶,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960680.9938905
4ebb4dd0f8058ea0bda3d3f0b2e654e3d40c47ed,医生说我的检查结果不太好，会不会很严重啊？,伤心,gpt-4.1,1772960681.2981875
a395551baf4770b6ee6346681bb6f0d8cd19a0b5,别再阴阳怪气了行吗,生气,gpt-5.1,1772960681.7194753
771bbf304cc7a8896405cb8fb7b009e53127805f,考前突击讲新内容，复习全白费，真生气。,生气,gpt-5,1772960681.7538724
e6ad2552da9c94af879992cfda3bbee0c9e5e9f8,又要我加班！,生气,gpt-5,1772960683.5303743
4cf122c7d1fbb7635e681b25f97efe93ce1a2798,别再把脏碗扔水槽里不洗了好吧行吗,生气,gpt-5.1,1772960684.9219465
e6f75372fac6497298384174310bdf472f988e78,我早上赶时间，结果公交司机硬是不停，太过分了。,生气,gpt-4.1,1772960685.9708104
d3a8a06b1747a034beba1256718fc646ba41d35a,办公室垃圾味道真恶心。,厌恶,gpt-5,1772960686.4916828
b4cb2d800b8b9e3ecbf31bf880fc4fcf3bc4a70b,看到旧照片，突然好难过。,伤心,Qwen/Qwen3-30B-A3B-Thinking-2507,1772960686.526856
0e0ffa019e3c03f56c4b92b85d1f46d932783913,今天会议又临时加任务，还把延误进度算我头上，我气得说不出话，真过分。,生气,gpt-5,1772960686.7999856
4a0209feb8d3e88493b2bd1e34895d0f78e73495,你怎么能这样无视我的感受呢？,生气,gpt-4.1,1772960687.3698344
480de5e70b2ff73cc1a6396be46038253b9b2b67,领导当众表扬了我整个方案，今天加班都觉得特别开心和值得，整天都充满干劲。,开心,gpt-5.1,1772960687.886137
884c21770f391d398a9f400792cf2827b0091672,领导居然当众表扬了我的方案，这太出乎意料了！,惊讶,deepseek-v3.2,1772960688.1924043
dcd90c010c50a94adaed15977a4313dec7753463,我们一起去玩好不好？,开心,gemini-2.5-flash,1772960688.3959887
f87178e32e0a4e4f4be641ffd2317dac1a1a17c6,唉，医生说我这个病很难彻底治好了，以后的日子可怎么办啊！,伤心,deepseek-v3.2,1772960688.534545
05237625e7e2aa37fbfb9e69f87fb4a2e7f32369,复查时医生说血糖稳定了，真没想到。,惊讶,gpt-5,1772960690.98052
001f9df2b20e055a972ec8560020af242b80b03c,我只是想问个问题，店员竟然对我爱搭不理的，真是太过分了！,生气,gemini-2.5-flash,1772960691.3606608
1fc6bf2918409bea251cd8fa4c6c44d1bc67cac9,辛辛苦苦的成果被否定了，好心疼啊！,伤心,gemini-2.5-flash,1772960692.4856625
4b5c4e2f47c2f6aa0f468af57df03d5af55d4ce5,翻遍了整个通讯录，却找不到一个可以倾诉的人。,伤心,deepseek-v3.2,1772960692.8799922
c505200cf7e92b0773205ff665174185bff7e09d,她竟然剪了短发，我都认不出来了。,惊讶,gemini-2.5-flash,1772960692.8843267
eb256d2f502008e69eebd788afb0877d8eac1a79,他当众抠鼻涕还要握手，真让我恶心。,厌恶,gpt-5,1772960693.390136
4f3f2bfd1324c2346221fc5c583ca9c7082a409c,你怎么又把文件弄丢了？,生气,gpt-4.1,1772960693.9261115
e3bcc61b3bc7d14f4457467b28e9b547724737a5,等了一个小时菜还没上，气死我了！,生气,gpt-5.1,1772960693.960137
9a28a313fbc8420dbb90696957981bab6a924b88,医生说我这个指标一直降不下来，是不是情况真的很严重啊？,伤心,deepseek-v3.2,1772960695.203017
5da46f53d50fa93bec233c325cb8c68a6b68b9a7,今天复查结果挺稳定，医生让按时吃药和散步，按原计划休息，我心里踏实些。,平静,gpt-5,1772960695.4209652
8d8610ea07eeb65a46d73ce6a70bdaa7fcbc8568,不会吧，是真的？,惊讶,gemini-2.5-flash,1772960697.2093666
d9c9dd4cb8625a34c5d00a90a63184f4fe088a5c,又是剩菜！这味道馊得我差点当场吐出来！,厌恶,deepseek-v3.2,1772960698.4498215
c9b76bd8079b702cfd5f64f805060ddbcb9de4b8,今天团队合作项目顺利收工，大家都好兴奋！,开心,deepseek-v3.2,1772960699.1087112
4aff802f6bd233e62d9d3370e551a00d93399a9c,方案又被否了，简直气死我了！,生气,deepseek-v3.2,1772960699.283321
a9938bd4fcb52dc7b4ac11dead5edea12a470aa3,考试又出这么难的题！,生气,gpt-4.1,1772960699.4586985
84538ec6dbfbe99b148eaaca49fb6ea720b1f302,他们这种虚伪的嘴脸和势利的行为，难道不让你觉得非常厌恶吗？,厌恶,gemini-2.5-flash,1772960699.9597528
d20cd950018770058d2910c6ed8fa38e97dbd078,他竟然在背后说我坏话，气死我了！,生气,gemini-2.5-flash,1772960700.1845915
36b14a581caa61972499062968eb465a5eb24858,和朋友们聚在一起聊天，大家都笑得特别开心。,开心,gpt-4.1,1772960700.28808
cb1d8d0596b855d87c977677b5c8d161640ef271,你为什么老是迟到啊？,生气,gpt-4.1,1772960700.855795
7b94b3af65821377cfc714a6ce14aaab41f30953,今天下班路上买到打折草莓，回家配酸奶吃，整个人都轻松起来，心里暖乎乎的。,开心,gpt-5,1772960701.059408
05d8858e285a57f3ac8ac0aaaeff7e65f5f1c9cc,一个人吃饭好难过。,伤心,gpt-5.1,1772960701.3698804
d1613cd5e788e1ddc05f26bcf5c1800aeb40a063,我明明每天都坚持锻炼，这血压怎么就是降不下来啊！,生气,deepseek-v3.2,1772960701.471145
7cb44839e30901c1c27715f2efbe1514e844b990,怎么又感冒了真烦！,生气,gpt-4.1,1772960701.9914722
016f239a99b22d51ed583efc3e5c771e2fa84d0b,这套试题出得太恶心了，我都不想写了！,厌恶,gpt-5.1,1772960702.6147246
4b895a06c9fdd6455622c6258f89cd7dbb147a4c,今天就在家待着休息一下可以吗？,平静,gpt-5.1,1772960703.7209287
01b74a21eaad9e3560b31562ffa0386f78c802bc,今天升职是不是很爽啊？,开心,gpt-5.1,1772960703.9971087
75fb8bd6d9c0fdcce50989b23f7ec5640ad46643,明天考试，我按计划复习完了，现在心里还挺踏实的，一会儿再简单过一遍再睡。,平静,gpt-5.1,1772960704.0610442
